"","date","temp","rain"
"255",2020-09-12,25.6696874271968,0.0228580149815416
"256",2020-09-13,26.5821128306452,9.1561222451576
"257",2020-09-14,27.0324077956145,3.84401271777238
"258",2020-09-15,29.022466104361,0
"259",2020-09-16,26.5836513623304,25.8456330402766
"260",2020-09-17,22.7158943774394,10.5733129256625
"261",2020-09-18,24.8691307360707,2.04960201001156
"262",2020-09-19,27.2623942286437,0
"263",2020-09-20,27.4493131244102,0
"264",2020-09-21,24.7936554031935,11.4811902978925
"265",2020-09-22,27.5053627562473,0.410926953049607
"266",2020-09-23,24.9637679798234,2.64551801064511
"267",2020-09-24,26.3595809554377,3.90043780025775
"268",2020-09-25,27.8439503681628,0
"269",2020-09-26,25.1008828309001,10.9347619737965
"270",2020-09-27,27.6134730148541,0
"271",2020-09-28,27.5561154026837,0.152386766543611
"272",2020-09-29,28.0542839700369,9.33521281278966
"273",2020-09-30,28.1929373527989,1.14290074907708
"274",2020-10-01,28.2057546668679,0
"275",2020-10-02,24.5762591541183,17.1598602841067
"276",2020-10-03,25.2780248159186,6.13813606614384
"277",2020-10-04,26.4336825371352,1.75186059977149
"278",2020-10-05,25.5216490443073,0.893000409186896
"279",2020-10-06,27.4427413974886,5.35836584906808
"280",2020-10-07,25.9967982374105,0
"281",2020-10-08,26.4513093375624,1.21909413234889
"282",2020-10-09,28.2601376465638,0
"283",2020-10-10,26.4180519498603,1.74656562205075
"284",2020-10-11,26.6357743387096,1.84761323345639
"285",2020-10-12,25.7937544128525,5.22429340899238
"286",2020-10-13,27.2453241193425,2.5693246273733
"287",2020-10-14,28.2189347807604,0
"288",2020-10-15,28.0171691189601,0.0228580149815416
"289",2020-10-16,28.3712883084916,0
"290",2020-10-17,28.3449979795684,0.0228580149815416
"291",2020-10-18,28.3767500743979,0
"292",2020-10-19,28.2512435667159,0.0609547066174443
"293",2020-10-20,27.8588629050431,0.388586254686207
"294",2020-10-21,27.8265541190876,0
